id,text
260,"Yes I'm writing a review for KFC, so yes, it's ridiculous in itself. But this location forgets items in our order every. single. time. Unbelievable."
261,Always slow and always missing at least one item and god forbid you let them know cause then you are met with attitude. Food is usually pretty good...
262,Them drive through workers got the nastiest attitudes! Almost lost my temper . If you don't like your job take your behind home. I'm not understanding how...
263,Dont come here the drive thru is so slow! Are they importing my chicken grease from fucking rome?! It's ridiculous that myself and 4 other cars have been...
264,"Pass. I haven't had KFC in a while, but this one seems to be closest to me. Rude people, bad food, and in a sketchy part of town. I just wanted..."
265,Omg! I don't frequent KFC but a couple of days ago I did because my job is the next business over. Besides the fact that they close the lobby at 6pm ‍. Me...
266,I wouldn't recommend no one else to come by this KFC. Not a good place to eat the workers forget to put all your food that you order just rude & disrespectful..
267,Okay so fast food places don't really get my expectations high anyways but this place is absolutely trash. The whole establishment is horrible from the food...
268,"I was sent to review this place and customer service could be better . Not impressed, the staff was not wearing masks too so there's that"
269,"Horrible service. The person who attended me was being overall rude and told me to hurry up and finish my order. If you're working in fast food, you should..."
270,"Consistency would be nice, sometimes we can order the large family meal $20+ and we don't want the biscuits sometimes they will let me sub fries (cost can't..."
271,"This location is the worst ever, and after several attempts to ""forgive and forget"" it continues to have poor, negative management/staff customer service...."
272,The food was HORRIBLE. Chicken was dried! Biscuit was hard. The gravy in the mashed potatoes did not look like gravy at all. All I have to say is that I...
273,At this stage in my life I try to look for any silver linings or even remotely positive experiences to pull out of what are otherwise not the best...
274,"If this had a minus star , that's what I would give this place‼ The chicken was absolutely disgusting, slimy not crispy at all, and granted , I had not had..."
275,"WAITING FOREVER, I might be exaggerated but we just order two cups of fries, and we are waiting for about 30/40mins in the drive thru. Not to mention we..."
276,This is the worst KFC I have ever been to. The older white lady that's suppose to be to the manager is nasty and has the rudest attitude. The black lady...
277,"Ken took lots of drugs, but it wasn't until Ken Took E, that he invented this chicken, before changing his name to Colonel Sanders. What I had no taste..."
278,Sooo I went here a few days ago been meaning to write a review but haven't had the chance...... I tend to try to be positive but that's kinda hard when u...
279,Well this was not my choice to come but ordered something anyway. It's in a difficult place in a u turn unless you're going the right way. The building and...
280,This place has horrible service. They mixed up all orders during lunch crowd. Then lady wants my receipt because all orders were erased. Got a 3 piece...
281,"Idk what happened to this place but the food sucks, the staff sucks and the whole place sucks. The chicken looked like reheated-driedout crust stuck to the..."
282,"In this photo you'll see a garbage can, dirty pans and raw chicken left out next to it. Just paid $40.58 not for my family to eat food left next to garbage..."
283,"Customer service as always not good. Teas were not made at the time of visit. No grilled chicken was available, & the restrooms were locked with a sign..."
284,"Well, I did it again. I came back to this KFC and again I ordered the 10 hot wings. This time I was informed that the credit card machine was down, no big..."
285,"This may have ruined my KFC experience forever. I occasionally eat fast food, but I was craving a chicken bowl. I decided to get the Famous Spicy Chicken..."
286,I went inside to order my meal.. thinking it would be easier..but no... they still forget... I understand that it's just a freaking biscuit and a...
287,Got tired of waiting was there for past 40min. They came outside confirmed my order and still took forever so I just left.
288,"It's been on a downhill slide for some time now at this store. The service gets worse and worse. Saturday, September 1, 2019 was my very last visit......."
289,"Stopped at this location as it is on my way home from work, I ordered the $30 fill up which is supposed to come with 4 biscuits. I did not have any biscuits..."
290,"Welp. Over time the quality slowly disappoints. I was sooo excited to see the ""KFC Wings"" so I ordered the buffalo sauce... it's supposed to be tossed in..."
291,Very disappointed. I just went there and ordered the hot wings #5. The wings were soggy and tasted like they were warmed up in the microwave not fresh at...
292,The only good thing about KFC is the bottle water. Now I remember why I literally haven't been here in years.
293,"This location is probably the worst one in all of Houston. This is the third time I've been here and each time they're out of half of the menu, get my order..."
294,"Rude. Went to order through the drive through and as I was stating my order, the employee just goes and said ""and"". I wasn't sure what they had said so I..."
295,"They got my order wrong, didn't get my drink with my five dollar fill up. There was no corn on the famous bowl. It wasn't the chicken bites it's was..."
296,Horrible service tonight ask for a simple 3 soft tacos with no lettuce I get sour cream tomato's didn't ask for that then a bean burrito with no onions I...
297,How is this place so bad. How is literacy so difficult. Every time these folks don't know their own menu. I've gotten to the point where I literally...
298,Only half of a biscuit. No gravy with my mashed potatoes. Chicken tasted weird. Half the cookie was hard. This is the 5 dollar box. I had WAY better from...
299,Stopped there to get chicken. We really do like KFC.. food was okay but the service sucked. The girl at the window just shoved the bag at me didn't even...
300,"Waited in line to get my food for 30 minutes. I got there at 6:19 and didn't get my food until 6:50. I first pulled up and the lady nicely said ""order when..."
301,"If I can give it a zero star oh baby I would!, I've been going to this kfc for a while and I knew some employees that were nice but man!!! I go today around..."
302,"On my way home from work I picked up some KFC for my husband and daughter. Once home, I noticed that the potato wedges were hard as rocks and clearly old...."
303,"This place is horrible. I've come here 3 times in the past few weeks and everyone time with our fail, they get my order wrong. They forget food that I..."
304,"Tried to eat there two weeks ago, no chicken available. 20 minute wait. We decided to go elsewhere. Last visit was very similar. You could tell that the..."
305,"I always like the hot wings from this place but today was horrible, I got the wings and they were still bloody, cut 2 of them and they both were not cooked..."
306,"Slow, mean, 0 customer service. If you have a long order they will make a comment that ""you should have come in to order this"". Keep the comments to..."
307,Stopped there to get chicken. We really do like KFC.. food was okay but the service sucked. The girl at the window just shoved the bag at me didn't even...
308,It always smells like cleaning agent or bleach when I go in the actual store (at night). My parents like fried chicken so I go here to pick some up since...
309,"Rude, indifferent shift supervisor. I placed an order at the drive thru and was told someone would bring it out to me. I waited. And waited. And finally,..."
310,"The cashier was totally rude, he give me a wrong order. Looks like they aren't happy working at kfc"
311,"Ordered two orders of the Nashville hot chicken. One of the chicken strips wasn't cooked all the way through, had pink in the center"
312,I understand I went around closing time but KFC was still open the wait and food were absolutely horrible. I asked for a 5$ fill up tender box with wedges...
313,"I never do reviews but this lady in the drive thru was so RUDE that I must say something. She would not let me finish my order before saying ""anything else""..."
314,"No no no the chicken sandwich was crap!! It was dry, hardly no chicken I'm soo disappointed"
315,Slowest fast food place I have ever been to in my life. 5 minute wait turned into a 20 minute wait for 5 wings. Wtf
316,I give it a one because if was to work here I would see why a man's body was lying outside.. I felt bad for that person.
317,This place is simply horrible and should close permanently. They are a disgrace to the chain.
318,Literally no one should ever come here end it should be shut down or something the drive-through employee was so rude and disrespectful obviously the line...
319,"We ordered doordash from this KFC tonight. My husband got one of those fill up boxes with a drumstick and a thigh and I swear, from the size, they could..."
320,This kfc is trash i waited for about an hour when I had ordered online and it said my order was ready the staff is rude especially this black old lady I'm...
321,Don't visit this KFC location if you can help it. It definitely is worth the extra time that it takes to visit another location. The staff are extremely...
322,"Disappointing. Very disappointing. We normally order Popeyes since its closer to us, but I wanted to change it up. Ordered the $30 (which came to about..."
323,Do not go to this location if you're cautious about catching corona. Drive thru cashier doesn't fully cover nose with masks and no gloves. Cooks doesn't...
324,I was the only person in line and was asked to wait. Waiting is fine with me but it appeared there wasn't anything going on behind the counter. I can't say...
325,"Stopped in to try the donut and chicken special. Was nothing to write home about, but it's KFC, so that's par for the course. What was stranger than getting..."
326,"Wow another one. I know it's hard, but mask are made to be worn over both mouth and nostril. This guy was breathing all over my food. When I called him out..."
327,"Worst experience ever! My fries came out cold and overly salty, so I asked the lady for some fresh ones that weren't so salty and she told me I ate one...no..."
328,This was my first time stopping by here. I went through the drive thru and the employee named Susanna was incredibly rude. She pretty much answered with...
329,WOW.. the feeling of watching the food prep box and bag your dinner without bothering with gloves or any other item to keep customers safe.. Normally I...
330,This location is completely mismanaged. The staff should be trained how to properly handle food and beverage. An employee touched my beverage with her bare...
331,"The Worst Service ever, Cold Food And Seemed Like Everybodycwas So busy in back Cleaning At 7:30pm instead of Greeting customers and serving Hot Food. So..."
332,I ordered the 2pc. Drum and Thigh fill up in addition to some secret recipe fries. Both the fried chicken and the fries were soggy and oily. I was very...
333,Staff are NOT wearing gloves. This is a health violation. Make sure you check first before accepting food.
334,"The women working the window for costumer Appreciation monday (5:45pm) did not make us feel appreciated. The digital Instagram coupon reads ""Must SHOW this..."
335,I ordered popcorn chicken cashier was rude and when he got my order he took the frozen chicken placed the frying strainer on top of the TRASH and puts the...
336,Literally got my food and the biscuits were burnt and fries were dried up. Order from another location ... ew
337,Do yourself a favor and eat somewhere else There is nothing here worth the calories. Nothing tastes good from here unless it is an overseas location for...
338,Disgusting food !!!! Makes you puke and tastes horrible !!!!! Don't come here they charge more compared to other kfc!!!
339,I specifically requested a normal bucket of chicken because I prefer white meat. When my food was delivered I received a bucket of ONLY THIGHS AND...
340,"NOT ONLY DID THEY MAKE US WAIT ON THE SIDE FOR 20 MIN FOR OUR FOOD, THEY ALSO FORGOT MY MAC AND CHEESE ON THE SIDE. Now, normally i would not be so irked..."
341,I had a taste for KFC's hot wings so U went on Sat. I was very disappointed. The wings were extra crispy which signified that they were old and probably...
342,Does this look like an 8pc family fill up with extra large Mac and cheese & honey BBQ wings. No it does tf not! How tf can you feed 6 people off this?! FU...
343,Horrible I was in the drive thru line for over 5 min and the line never moved. It's under staffed since the one taking orders is also sweeping.. Kudos to...
344,In a few words simply garbage you would think a chicken place would at least know how to do chicken be in a KFC is been around forever I stopped there today...
345,"They have these Famous Bowls with chicken (spicy or original) mashed potatoes, gravy, corn, and cheese. Customer service was fine and the restaurant was..."
346,So let me start with the fact that there are not many kfc in this area. We went to this location because my son refused to eat anything else. -1 upon...
347,This is the closest KFC to me. Been coming for a long time now. Lately I've noticed they're customer service has been getting worse. A few months ago I...
348,burgwr was awesomeeeeeee just you got to be able to come today to the office mai to hmmm you know what i was the day i is a good morning baby how's
349,"I dont know why they always give me 8 chicken only ( instead of 9 pcs).. itsalways 1 pc missing.. so I tried to tell them to count it again every order, to..."
350,This kfc is stingy famous bowl wasn't even full to top like every one else does shit was half as empty I'll just wait to go to there other locations before...
351,Woman taking order is rude asked her what did she say since we could not hear a thing she was saying and rudely with attitude she responded It's easy if...
352,Stay away from this KFC the workers here are slackers. I don't know how disgusting the location was before the remodeling. I guess If You want to have to...
353,"Every single time I go to this KFC, THEY ALWAYS FORGET an item. ALWAYS!!! There customer services sucks too!!"
354,So so. The chicken petty is not hot. But I love kfc Coleslaw. That's all. It's just good to eat before going into Universal.
355,"DONT Come HERE! Prices are ridiculous, customer service is lousy! the Employee tried to help me get a deal but screwed me over getting three items for $12..."
356,"I live 2.5 miles here and it says it doesn't deliver here. Anyways, stopped by today to grab lunch. There were 2 guys ahead of me who didn't have masks..."
357,They serve the Nashville Hot Chicken Tenders as a soup in half a cup of frying oil at this location with a weak seasoning job.
358,Worst Sevice Ever!!!!! i went here at 10pm with ny friends bought a variety of food I get back home to discover mold on the bread of the chicken sandwich....
359,"Got the beyond fried chicken 12-pc combo and the regular 3-pc meal, everything was EXTREMELY SALTY..."
360,I like kfc food but the people at this restaurant are rude. I was trying to use a coupon and it was a huge hassle to just get it to work. They try to rush...
361,I feel like every time we come here we have to come back for something. My husband and I like to indulge on some greasy fast food when we do laundry late on...
362,This is lace really sucks I wish I would of read the reviews before coming here. Service is very poor. One of the items we ordered where wings. We asked the...
363,"Ordered from GrubHub and was disappointed as my order was a little off and the chicken piece was rather small, and it took longer than the estimated arrival..."
364,"Went through the drive through today right when they opened, and I had a rude employee take my order. He could not talk clearly and was annoyed when I asked..."
365,Really bad experience first time buying chicken here . The cashier was really nice but disappointed in the chicken it was not fully cooked and my biscuit...
366,"I stopped here because I was so hungry and there didn't seem to be anything else quick to eat in the area. Never again! I got a chicken sandwich #17, and..."
367,"This store should not get a star, however I had to put 1 in order to submit this review. This particular day I craved Kentucky Fried Chicken and couId not..."
368,"Absolutely terrible experience at this KFC location! After reading through some reviews, I see that this is a pattern at this location. I pulled up for..."
369,"hello everyone. i use to work at fkc until i quit, due to my new boss giving all black people only 1 day of work( 4 hours ). while he gave all the mexicans..."
370,if I had to give zero stars I would . not only does this place look super beat up but the customer service is just ridiculous. They didn't have certain...
371,Ugh don't get any drinks from here! I was trying to fill my cup with Sierra mist and it start spewing and freaking out so I decided to get the mt. Dew (the...
372,I ordered 6pieces of chicken and they only gave me 4pieces. I can not believe they take advantage of the customers during this pandemic. Shame on you!
373,I ordered my food through Grubhub. When it arrived I was missing 2 items. I was missing 1 Cheetos nuggets and 1 order of biscuits. I called KFC and asked...
374,The 1 is because they no longer have Potato wedges I'm disappointed And to top it off the new fries replacing the wedges aren't that great. They have...
375,The customer service at this location is poor. First and foremost the cashier Samantha was very rude. I was shocked to find out that they charge $0.50 to...
376,My boyfriend picked me up some tenders last night at 9:38 pm at 9:50 pm I found an extremely long hair in my food. They close at 10pm mind you. I called...
377,Don't expect website advertised deals at this location. The $20 fill up bucket deal is $25- $28 with tax. Drive through or walk in- no dine in due to Covid
378,Please make sure the soda lids are closed correct. I went into the drive thru today. Once I grabbed the cup and it spilled all inside my car and on my...
379,Unfortunately corporate did something to ALL the chicken in the KFC's. If you pay attention there is a bitterness almost rancid taste to the chicken like...
380,Be prepared to wait for almost anything in the Drive Thru. For anything you order there tends to be a specific time to wait. I understand not making some...
381,"This KFC is a fraud. Their chicken strips and popcorn chicken are not even KFC brand, they are purchasing them from Smart n Final and selling it as..."
382,This place always forgets to put stuff in your order when you are going through the drive-through. I don't know about you guys but I don't have time to...
383,Worst service ever!!!! Stay away from this location! The employees are rude. The menu is exactly where The speaker is to order. So when the cashier asked...
384,First and last time trying their flavored wings. They take the plain wings and drizzle this honey bbq sauce on them and it turns the batter on the chicken...
385,The fact that this ad comes up when I search for black owned businesses is sad and a poor choice on not only KFC but also on yelp for allowing and placing...
386,My friend and I came here on a trip to LA. He wanted to order Taco Bell and surprisingly this is connected to the KFC. I am not a fan of Taco Bell and ended...
387,It's one of the options that you have inside Tom Bradley International Airport (place is located after the TSA screening). The chicken is smaller compared...
388,This review is for the Kentucky Fried Chicken at the Tom Bradley Terminal. I ordered a 2 piece (Dark Meat) meal and requested 2 legs. The cashier asked a...
389,Chances are if you find yourself here it's because you don't want to spend a lot of money eating food in the airport. This was probably the most affordable...
390,This place never honors the advertised deals. Clearly shows the pictures for 20 or 30 dollar meals but charge you something else. Check your receipts!!!...
391,"Dirty restaurant, employees clearly don't care, walked in and walked straight out... health department needs to come inspect asap..."
392,"Order online at 6:20, app said will be ready 6:35-6:40. Drove to the store, got in line, 4th person in line. After 20 minutes, the first in line wasn't..."
393,"The workers at this location are lazy, unwelcoming, and just seems like they all don't give a damn about being here. I've been at this KFC about 5 times in..."
394,WORST CUSTOMER SERVICE! Ordered through drive through and took them over 30 minutes for them to give me my order and on top of that they forgot something...
395,Garbage don't ever go here or order here in your life trust me this place ain't a restaurant it's a joke trying to make money embarrassing they can't even...
396,Do NOT come here. They allowed some rando without their mask properly put on to wander their kitchen as food was being prepared. I asked the staff to ask...
397,Ordered chicken tenders fill up box and every single piece of chicken was cold and the crust was falling off so who knows how long that chicken was sitting...
398,"In my drink there a piece of chicken. We showed her the drink and all she responded was ""Oh"" and didn't even apologize or anything. She didn't even give us..."
399,"I was in the BG area, the kids were hungry so we decided to make a quick stop at KFC Bad decision, after placing my order I decided to add something else..."
400,"kfc poisoned me warning food poisoning here dont eat here i shit myself for three days and threw up their chicken tenders their managements response,..."
401,"Litzy good at mumbling bs, started taking shit cause she couldn't hear us. clean your ears out"
402,This place is horrible. I ordered a family meal with two sides and a few other things and 3 drinks. They informed me they didn't have any ice. I should've...
403,Worst KFC I've ever been to sadly to say. You have check your order before leaving especially through the drive-through. They will mess up your order and...
404,This store never have breast !! So don't waste your time going at this store if you like just the breast
405,"Went inside to order because I called and they said they weren't taking online orders, I go in and they say it's a 40 minutes wait and we should have..."
406,Sometimes you can decide what to eat. (Not my choice) bucket of chicken was purchased. So let's start with the bucket. The breast once all the crispness...
407,Posting in behalf of a relative: Zero. Zero. Zero. I was here on 06/02/20 around 7pm. I will be contacting the franchise owner and corporate office. I...
408,"This place never get my order right when I go through the drive thru. Always missing a side, a chicken or an order. It's like they do it on purpose to get..."
409,"When A&W merged with this KFC, potato wedges were gone. It took years for potato wedges to come back to this location's menu. Now that A&W left, the potato..."
410,So I'm writing this review today this is my second time back to this location the first time was horrible on this time we walking in at 5:45 on a Sunday and...
411,Management and staff - you should read this thoroughly. I don't know what happened to the chicken in my order that I picked up from this location around...
412,Came here once and they deep fried a hair with my chicken! Never coming again! Find another location
413,Wow I can not believe it . I order two pieces chicken combo and one taco and only they gave one box of biscuits and when I call them even they don't answer...
414,"Food was so tasteless. They need to make sure they heat up the frozen chicken better. Also add salt and flavor to the food the chicken was so bland, and so..."
415,I ususally go to the one on Beverly Blvd for good hot wings. I've heard that they've recently had a change of owners. Went there a few days ago for my...
416,Went into KFC as I have for the past 10 years. I always use 1 coupon and get identical orders. Daniella said I could only use the coupon on 1 order. I...
417,I waited for 10 min for cashier after telling them I have a low blood sugar condition. I ordered a wing meal with corn and colslaw. They then proceeded to...
418,"If I could I would give zero stars.... I ordered a honey bbq and a Nashville hot chicken little. They were horrible, there was barely any sauce on them and..."
419,"I can't believe they sold me a reheated bowl, they legit repoured cheese over it and reheated it! it tasted spoiled, there wasn't any gravy it was just..."
420,Garbage. Clerk rudely tried to dissuade my girlfriend from ordering from them because 'it's gonna be a while'. Should've known better. They shorted us...
421,Worst customer service ever. Lmrude lady in the drive thru told me 20 min wait for chicken cause they too lazy to make it. I asked for corporate number and...
422,One thing for sure they do not follow the states guidelines unmask ungloved but you have to wear one.. now that's what I call privileged.. When I got home...
423,Young black kid was rude for no reason. I ordered and just kept giving me a sigh. I ordered quickly so I don't know what his problem was. I get you hate...
424,Just went to KFC and I'm totally not impressed with this sandwich idk if it's suppose to be this wet but it's too soggy for my likings..
425,"The dumbass Lady drive thru cashier didnt even give any utensils to eat our food with, She was too busy talking, and she looks like the manager too, also..."
426,"Ordered on Uber Eats and half of the order was missing. Since it was delivered by Uber, I was forced to drive out and visit the KFC to pick up the items...."
427,"I ordered my food online, said it would be done in 10 minutes. No problem, I go in and of course the ladies are busy attending to the drive through. I..."
428,So this afternoon i went to KFC and there was two employees and i was trying to order the 20 dollar fill up and i hand the guy 2 20 dollar bills this guy...
429,Worst service ever encountered. Waited for 15 minutes to find out its going to be a 35 minute wait for food. No wonder i don't deal with kfc at all.
430,"Can a fast food restaurant on Yelp reach 5 star status? Absolutely, but not doing it this way... I had a doctors appointment at normal lunch time, so I was..."
431,"Oy vey. This KFC is...off. It's not the exterior, nor the interior -- it's a newish location, with a bright, airy feel to it, and definitely looks like a..."
432,"Gross, and wtf is this crap stale small and what! talk about crappy food taste like it looks. you suck! Also what the hell my whole order was ten dollars..."
433,"Where do I even start. Pure garbage. Don't get me wrong, the food is great. The service is beyond HORRENDOUS. I ordered their family popcorn chicken for $10..."
434,"Do not recommend. I Waited on my food for 25 minutes with 1 other person in line , the staff is rude. And 1 of the 2 famous bowls I go isn't even full."
435,Hello KFC my name is Pete. I would like to leave a report to the store manager. Please have some management come down to this store. I ask the manager to...
436,"I visied KFC on 07/17/20. I was very disappointed with the service. Biscuits were not available, the only drink available was sweet tea, and they were out..."
437,"KFC is good. But the worker who's name is Latrice was very very rude. Horrible customer service, talked to me like I'm stupid when I was ordering like she..."
438,"Just now watched a dude on the line take a piece of chicken, take a bite, spit it into the garbage can, make eye contact with me, grab another piece, and..."
439,"I have been craving their mashed potatoes and gravy, so swung by here on my way home from a class tonight. I was only going to get mashed potatoes and..."
440,Ordered a #6 today and got UNDERCOOKED raw chicken! Showed the manager on duty and she tried to say it wasnt raw inside until i showed her the photos i...
441,It even smells weird in the parking lot. I have never had a good meal here. Last time I went it was not worth the price
442,This is how they serve fresh chicken to there customer? Cause I waited 40 mins for fresh and this what I got. Looks like it was sitting there it's moshed n...
443,"First, when I ordered my food through the drive thru, the lady was not helpful and dry. Then after I went to the window and said Hi! Cheerfully, I got no..."
444,"I decided to give KFC one more shot. After being constantly disappointed with this location and being promised a call from the ""district manager"" and yet..."
445,Went through the drive thru waited like 10 minutes. Finally someone came on and you could tell he was frustrated. He was taking 1 car at a time. When I went...
446,"Kfc is offering popcorn chicken for $10. It says its about 70 pieces. I get it. No one is going to actually count 70 pieces. But, the marketing release by..."
447,Horrible service. I asked for all leg and thighs. They gave me mix. Took for ever to get someone to give us ketchup. We need it a bag took for ever...
448,Took 20 min to get a bucket of chicken. They weren't that busy either. Made me late getting back to work I went there because their fast. No apologies either.
449,"I went to take two can dine, just want to take mac & cheese instead of mashed potatoes. Guy on the front rejected saying can't do charges for coupon. When I..."
450,I have been a big fan of KFC my entire life and I am directly related to the Harmon Family that opened the first KFC in UT and still own a majority of the...
451,Totally fail...old saggy chicken nasty self serving soda station...yeap open to the public and no seating on the dining room no even a couple tables like...
452,If only I could give no stars! The night manager was beyond rude! I ordered food and they told me I had to wait in front. I explained there was nobody...
453,"I'm giving this one star because I found plastic in my gravy that I, my son or man could have choked on. It had been so long since we had KFC so we were..."
454,"Look, I worked at KCF in the 90's. This place is ran like a joke. I visited this location twice in the last month. Same clowns, same joke, nobody cares...."
455,"I ordered tonight through Grubhub and both KFC and driver botched the entire order up. (RE0XKP). KFC forgot my drink, side orders and biscuits. The driver..."
456,"Never Again. Fool me once, shame on you. Fool me twice, shame on me. I ordered the box of 70 popcorn nuggets for $10 on GrubHub. After taxes and tip I..."
457,This was the first time I used the delivery services to get KFC to my home. The delivery person didn't knock or ring the doorbell. I decided to look...
458,Worst KFC EVER!!!!!! The customer service here is NON-EXISTENT!!!!! They NEVER have any pot pies available it's always a 17 minute wait for them to cook...
459,Second time I use this location and they left an entire meal out of my bag there's no one in there there's no one inside the store and they still leave a...
460,"No matter what KFC my family goes to, we always receive the worse service, and this location is no exception. Ordered lots of food and paid for it. Didn't..."
461,I can't believe this is the one eating establishment that is NOT adhering to the COVID-19 Safety Precautions. ***BEWARE*** This eating establishment IS...
462,Super bad service to walks in orders and I noticed same for online you have along long wait !! They don't say hi I will be right with you nothing you have...
463,"I went there today to complain to the manager about the bone found in the pot pie, and they are permanently closed!!! They have said they have moved, but..."
464,I wish I could give zero stars! Unfortunately this review has nothing to do with KFC or their food in general! This has to do with the extremely horrible...
465,This place says they open @10 am its 1010 not open i have been waiting here since 930 am.... FYI just saw multiple customers come and leave
466,"We were the only car in line, we ordered a chicken little and a bucket of chicken with extra honey. Our chicken little was frozen and raw and the bread was..."
467,Probably the most incompetent batch of employees I've ever seen. But what am I expecting? College grads working at KFC? This location houses the saddest...
468,"Disappointing service all the way around. Employees not wearing masks or gloves - at all, breathing all over stuff in a pandemic environment. I ordered a..."
469,"First of all when I step into the place it was like Stepping into a oven, it's 85° outside and 110 in the store, according to a kfc employee the air..."
470,"This location has KFC and Taco ball together. I have been order for them for so many times. The food is ok, what do you want for fast food. Today! I order..."
471,Fast food places are always gonna be subpar. I try to stay away from places who hire young people because they just dont give a shit. One of the employees...
472,"I just went into this KFC and there was in not one person on line so that's awesome, means I'm next. The cashier who is cursing very loudly looks at me,..."
473,I simply cant and wont do this to myself anymore. I must have had a touch of fever when I stumbled into here after a very long day at work. I should have...
474,0 stars Ordered 5 pc hot wings combo Wings were so tiny and they were not crunchy at all Tasted like they were left over from yesterday. I hope I won't get...
475,"It's KFC in Penn Station, so exactly as you would expect. Slow service, high prices, mediocre food, and watered down fountain drinks. And they are slow..."
476,"Got a 4 piece , and their ""honey bbq wings"" . Spent $17 , the manager was Rude , I brought to her attention her lack of ""good service"" The Food does not..."
477,"Even for a chain, this is a poor example. Often out of the kind/type you want- not only were they out of extra crispy on a recent visit, they were out of..."
478,Omg. This is so bad. I went there earlier today and ordered the 4 piece chicken meal - crispy version. The chicken were clearly leftovers- you can tell that...
479,I placed an order online with the intention to not wait in line. They took more time to give me my order than the drive through. What's the point of having...
480,"Why does Yelp advertise 1.5 star rated businesses? I thought Yelp wanted to provide the public with the best, local businesses. This business does not..."
481,"I don't like Popeye's chicken at all so was very happy to see this KFC in Flatbush. I was extremely disappointed. First of all, when you walk in the place..."
482,"The service here is not only bad, it's disrespectful, rude, aggressive and threatening. I've had 2 very seriously horrible experiences in there with the..."
483,"The whole place literally smells like rotten chicken and sewage. There is clearly something wrong with this location. how can someone actually come here,..."
484,1 star rating because i cant give anything less. Worst customer service ever . The manager was extremely rude towards me and even took the food away from my...
485,This KFC Is ridiculous. It's a chicken place and they offer grilled chicken and 5/10 times they don't have. It's 11:00pm they stop making it all together....
486,"I stopped going here a year ago because when you pull out of the drive thru, there is no curb cut (sloping driveway down to the street) there is just a DROP..."
487,I ordered a 3 piece combo. They were out of wings so I selected 3 legs. They were extra dry and extra greasy. It also looked like someone took a bite out of...
488,It was a toss up between this chicken spot or the other popular well known chicken place... we decided on KFC for a change. Wrong decision!! We ordered the...
489,Went to buy the weekend bucket of 10 piece chicken....ripped off again. Only got 8 pieces. This place ALWAYS GIVE YOU LESS than you pay for! Count your...
490,Sad to say this place has gone so downhill It's our local fast food joint!! Compared to Wendy's across the street this place is a dump!! Ordered my...
491,I have had various issues with this place over several years ranging from forgotten items I have paid for to the attitude of the staff. I have even...
492,I visited the store today on May 8th around 7pm First of all the store is run down and has very bad employees none of them are in proper uniform and have no...
493,This restaurant is always dirty and the workers are rude. The food is almost never good and there's a long wait every time I go there. I recommend going to...
494,I'm writing this review with a runny nose and a itchy throat ..you may be wondering why is this important ..?? Because Saturday afternoon I went to this...
495,Food came extremely fast but of course it was the wrong order. Plus items were cold and missing which was also frustrating. Couldn't reorder because they...
496,"The first time we ordered from the Steinway KFC, a family meal through Grub Hub and there was no gravy! We tried them again last week and went there to pick..."
497,The batter although crispy was bland and didn't taste like it had any seasoning too it. I also developed a severe case of diarrhea afterwards.
498,"This place still doesn't deserve any stars. So its been a yr since I've been here. So last minute dinner & I go here w/ my family & order. I get my drinks,..."
499,This isn't my usual kfc but I'm still upset nonetheless. I ordered a 10 piece chicken bucket. First they told me that they were cooking the chicken and that...
500,"Don't know what you're expecting from a national fast food chain. If you're craving some friend chicken like I did, you're going to go out your way and wait..."
501,DO NOT ORDER FROM THIS KFC!! i ordered several items from this location via food delivery app these a$$h0les sent only 2 items.. the soda they send was...
502,"I don't understand how you can mess up on order twice in a row. I love eating the famous bowl from KFC. So I decided to order through Uber eats, and the..."
503,"The manager on duty (name tag hidden, heavy set black woman with black shirt) was very NASTY and rude! She was even rude to the other workers on shift. The..."
504,"Worst experienced. ""KFC"" but the food ain't crispy and fresh. Food looks stale. Cold food delivered after 2 hrs. Never recommend this place to any one."
505,"Ordered through seamless and after waiting 1 hr 30 mins, they just canceled the order on me. This happened two times and have been a huge disappointment...."
506,I just got my order of chicken wings...I thought the wings were going to plain but they spicy!!! I don't do spicy!!! I asked for honey Bbq now sauce & I...
507,"Seems most of the nice people are gone from here. The staff now have attitudes, insult people, and throw things if you even dare tell them you want to..."
508,Always always bad service doesn't matter how big or small your order always you will wait 20-40 minutes at least and employees always angry
509,"Place is fuckin disgusting and the customer service is fuckin horrible, my daughter just came from there and some caucasian gay asshole was very..."
510,The place is totally disgusting. We drove here during the Coronavirus pandemic & spent $47.87..Being it was only drive thru we were sure surprised when we...
511,"Never have enough chicken made. Language barrier with the worker taking the orders. The place is filthy, looks like a soda fight took place in the seating..."
512,Oh dear. Food is standard KFC that you would expect but if you're in a rush don't come here. Slow as hell. And it wasn't even busy!!!
513,"How is it possible that I ordered an extra crispy chicken bucket, and i get original recipe, I didn't get my pop corn box of 11 dollars and the gravy... smh..."
514,Absolutely mess during the pandemic. Literally no organization. The wait was crowded with patron and third-party delivery people. I waited 25 minutes for my...
515,Ratchet city. Manager was not wearing mask properly. Floors are filthy. About 1/2 staff try their best but leadership at this Lenox Ave and 145th...
516,I walked in to pick up an Uber eats and the young lady with short braids yelled at me that there can only b four people in the store at a time. That I...
517,"I've never been so sick in my adult life. I only ate mashed potatoes, gravy and a chicken little there yesterday. I've never been to KFC before and my..."
